source_center,destination_center,route_type,delay_ratio,avg_distance,pct_sla_breach,trip_count
IND110092AAC,IND000000ACB,Carting,2.3610437231557824,10.983248780487806,0.5853658536585366,41
IND110092AAC,IND110093AAA,Carting,1.625,6.41585,0.5,2
IND110093AAA,IND110092AAC,Carting,1.6111111111111112,7.7735,0.5,2
IND110095AAB,IND000000ACB,Carting,1.2576030412164865,11.087000000000002,0.5714285714285714,7
IND121001AAA,IND121004AAB,Carting,2.3095238095238098,6.663667346938776,0.7551020408163265,49
IND121002AAA,IND121004AAB,Carting,19.083333333333332,11.2338,1.0,1
IND121002AAB,IND000000ACB,Carting,2.038696607211054,13.167733742331288,0.7730061349693251,163
IND121004AAA,IND121004AAB,Carting,2.8864213564213563,9.480565,0.95,20
IND121004AAB,IND000000ACB,Carting,1.8968749366275044,11.944585185185186,0.9206349206349206,189
IND121004AAB,IND110037AAM,Carting,2.844296107932472,9.662382727272728,0.990909090909091,110
IND121004AAB,IND121001AAA,Carting,1.2598534181867516,6.583753333333333,0.6,45
IND121004AAB,IND121002AAA,Carting,1.4545454545454546,5.17735,0.5,2
IND121004AAB,IND121004AAA,Carting,1.925284679089027,8.320978260869564,0.9782608695652174,46
IND121004AAB,IND121004AAC,Carting,2.3859567901234566,8.509638888888889,1.0,18
IND121004AAB,IND121102AAA,Carting,1.882638553858066,8.278928780487805,0.8,205
IND121004AAC,IND121004AAB,Carting,4.597222222222222,8.587783333333332,0.9166666666666666,12
IND121102AAA,IND121004AAB,Carting,3.4917165881756693,10.645348076923076,0.9230769230769231,52
IND122001AAA,IND000000ACB,Carting,1.7511894529082028,9.59353,0.525,80
IND122001AAA,IND110037AAM,Carting,3.8666666666666667,13.2356,1.0,1
IND122001AAA,IND122001AAD,Carting,1.6672364672364672,7.3165000000000004,0.5,6
IND122001AAA,IND122050AAA,Carting,3.1,9.6051,0.6666666666666666,3
IND122001AAA,IND122101AAC,Carting,1.6153846153846154,6.83775,1.0,2
IND122001AAD,IND122050AAA,Carting,1.9810855828942844,8.391463157894737,0.5789473684210527,19
IND122001AAJ,IND507123AAA,FTL,0.872687531933468,19.501484615384616,0.07692307692307693,26
IND122002AAD,IND122503AAA,Carting,2.3392290249433105,8.442214285714286,1.0,7
IND122004AAA,IND000000ACB,Carting,1.2696969696969698,8.92365,0.75,4
IND122004AAA,IND122413AAE,Carting,2.2301136189423083,9.45656783625731,0.8128654970760234,171
IND122503AAA,IND122001AAA,Carting,2.249965161649944,10.7308,0.875,8
IND123001AAA,IND123401AAB,FTL,1.9305933809779963,20.667938461538462,1.0,26
IND123401AAB,IND000000ACB,FTL,2.108523698523699,21.979799999999997,1.0,9
IND123401AAB,IND123106AAB,FTL,2.3969760963674007,17.86600333333333,0.9666666666666667,30
IND124001AAB,IND126102AAA,FTL,3.140625,20.18189166666667,1.0,12
IND124103AAA,IND127021AAA,FTL,1.6887363417056904,22.39473333333333,0.8518518518518519,27
IND124112AAA,IND125001AAA,FTL,2.9618055555555554,18.630883333333333,1.0,6
IND124112AAA,IND125005AAA,FTL,2.2993055555555557,19.633583333333334,1.0,6
IND124112AAA,IND125033AAA,FTL,1.7504858961128311,18.245325,1.0,8
IND124141AAA,IND000000ACB,FTL,2.894233126406834,25.961164102564105,0.8461538461538461,39
IND124507AAA,IND131028AAB,FTL,2.4719573549162766,22.392611111111112,1.0,18
IND124507AAA,IND131028AAE,FTL,2.2246648562438036,20.639083333333335,1.0,6
IND125001AAA,IND000000ACB,FTL,1.9094843136582833,22.70585857142857,0.7857142857142857,70
IND125001AAA,IND110037AAM,FTL,3.5858192546967858,25.78775844155844,0.8571428571428571,77
IND125001AAA,IND125047AAB,FTL,2.175829448329448,20.8642,1.0,14
IND125001AAA,IND125051AAA,FTL,2.48989898989899,33.114066666666666,1.0,3
IND125001AAA,IND335501AAA,FTL,2.1784506969003536,58.974275,1.0,4
IND125001AAA,IND335513AAA,FTL,1.762561755428081,25.59275882352941,0.9411764705882353,51
IND125001AAA,IND335523AAB,FTL,2.0331341794759927,38.28241,0.9,20
IND125001AAA,IND335524AAA,FTL,1.9298392411190664,30.192096666666664,0.8,30
IND125005AAA,IND000000ACB,FTL,1.8277495416381686,22.92022,0.8,35
IND125005AAA,IND125047AAB,FTL,2.0262962962962963,20.848766666666666,1.0,6
